id,mainCategory,topic,type,level,term,ipa,partOfSpeech,vietnameseMeaning,englishDefinition,synonyms,collocations,exampleSentence,interviewSentence,speakingPrompt,commonMistake,pronunciationFocus,tags,status
TOE-8-012,TOEIC Core,Property,Word,Basic,vacancy,,noun,nghĩa tiếng Việt của 'vacancy' trong chủ đề Property,A TOEIC workplace term commonly used in property contexts.,,vacancy document; vacancy process; vacancy requirement,The company reviewed the vacancy before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'vacancy' in a short answer about property.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, property",New
TOE-14-001,TOEIC Core,Board Meetings,Word,Basic,adjourn,,noun,nghĩa tiếng Việt của 'adjourn' trong chủ đề Board Meetings,A TOEIC workplace term commonly used in board meetings contexts.,,adjourn document; adjourn process; adjourn requirement,The company reviewed the adjourn before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'adjourn' in a short answer about board meetings.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, board-meetings",New
TOE-14-002,TOEIC Core,Board Meetings,Word,Basic,agenda,,noun,nghĩa tiếng Việt của 'agenda' trong chủ đề Board Meetings,A TOEIC workplace term commonly used in board meetings contexts.,,agenda document; agenda process; agenda requirement,The company reviewed the agenda before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'agenda' in a short answer about board meetings.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, board-meetings",New
TOE-14-003,TOEIC Core,Board Meetings,Word,Basic,board,,noun,nghĩa tiếng Việt của 'board' trong chủ đề Board Meetings,A TOEIC workplace term commonly used in board meetings contexts.,,board document; board process; board requirement,The company reviewed the board before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'board' in a short answer about board meetings.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, board-meetings",New
TOE-14-004,TOEIC Core,Board Meetings,Word,Basic,convince,,verb,nghĩa tiếng Việt của 'convince' trong chủ đề Board Meetings,A TOEIC workplace term commonly used in board meetings contexts.,,convince a request; convince the information; convince a document,The manager asked us to convince the information by Friday.,This word is useful for TOEIC Reading and workplace communication.,Use 'convince' in a short answer about board meetings.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, board-meetings",New
TOE-14-005,TOEIC Core,Board Meetings,Word,Basic,decide,,noun,nghĩa tiếng Việt của 'decide' trong chủ đề Board Meetings,A TOEIC workplace term commonly used in board meetings contexts.,,decide document; decide process; decide requirement,The company reviewed the decide before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'decide' in a short answer about board meetings.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, board-meetings",New
TOE-14-006,TOEIC Core,Board Meetings,Phrase,Basic,meeting minutes,,phrase,nghĩa tiếng Việt của 'meeting minutes' trong chủ đề Board Meetings,A TOEIC workplace term commonly used in board meetings contexts.,,meeting minutes document; meeting minutes process; meeting minutes requirement,The company reviewed the meeting minutes before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'meeting minutes' in a short answer about board meetings.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, board-meetings",New
TOE-14-007,TOEIC Core,Board Meetings,Word,Basic,participant,,noun,nghĩa tiếng Việt của 'participant' trong chủ đề Board Meetings,A TOEIC workplace term commonly used in board meetings contexts.,,participant document; participant process; participant requirement,The company reviewed the participant before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'participant' in a short answer about board meetings.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, board-meetings",New
TOE-14-008,TOEIC Core,Board Meetings,Word,Basic,priority,,noun,nghĩa tiếng Việt của 'priority' trong chủ đề Board Meetings,A TOEIC workplace term commonly used in board meetings contexts.,,priority document; priority process; priority requirement,The company reviewed the priority before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'priority' in a short answer about board meetings.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, board-meetings",New
TOE-14-009,TOEIC Core,Board Meetings,Word,Basic,proposal,,noun,nghĩa tiếng Việt của 'proposal' trong chủ đề Board Meetings,A TOEIC workplace term commonly used in board meetings contexts.,,proposal document; proposal process; proposal requirement,The company reviewed the proposal before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'proposal' in a short answer about board meetings.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, board-meetings",New
TOE-14-010,TOEIC Core,Board Meetings,Word,Basic,recommend,,noun,nghĩa tiếng Việt của 'recommend' trong chủ đề Board Meetings,A TOEIC workplace term commonly used in board meetings contexts.,,recommend document; recommend process; recommend requirement,The company reviewed the recommend before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'recommend' in a short answer about board meetings.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, board-meetings",New
TOE-14-011,TOEIC Core,Board Meetings,Word,Basic,resolve,,verb,nghĩa tiếng Việt của 'resolve' trong chủ đề Board Meetings,A TOEIC workplace term commonly used in board meetings contexts.,,resolve a request; resolve the information; resolve a document,The manager asked us to resolve the information by Friday.,This word is useful for TOEIC Reading and workplace communication.,Use 'resolve' in a short answer about board meetings.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, board-meetings",New
TOE-14-012,TOEIC Core,Board Meetings,Word,Basic,unanimous,,noun,nghĩa tiếng Việt của 'unanimous' trong chủ đề Board Meetings,A TOEIC workplace term commonly used in board meetings contexts.,,unanimous document; unanimous process; unanimous requirement,The company reviewed the unanimous before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'unanimous' in a short answer about board meetings.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, board-meetings",New
TOE-15-001,TOEIC Core,Quality Control,Word,Basic,brand,,noun,nghĩa tiếng Việt của 'brand' trong chủ đề Quality Control,A TOEIC workplace term commonly used in quality control contexts.,,brand document; brand process; brand requirement,The company reviewed the brand before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'brand' in a short answer about quality control.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, quality-control",New
TOE-15-002,TOEIC Core,Quality Control,Word,Basic,conform,,noun,nghĩa tiếng Việt của 'conform' trong chủ đề Quality Control,A TOEIC workplace term commonly used in quality control contexts.,,conform document; conform process; conform requirement,The company reviewed the conform before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'conform' in a short answer about quality control.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, quality-control",New
TOE-15-003,TOEIC Core,Quality Control,Word,Basic,defect,,noun,nghĩa tiếng Việt của 'defect' trong chủ đề Quality Control,A TOEIC workplace term commonly used in quality control contexts.,,defect document; defect process; defect requirement,The company reviewed the defect before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'defect' in a short answer about quality control.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, quality-control",New
TOE-15-004,TOEIC Core,Quality Control,Word,Basic,enhance,,noun,nghĩa tiếng Việt của 'enhance' trong chủ đề Quality Control,A TOEIC workplace term commonly used in quality control contexts.,,enhance document; enhance process; enhance requirement,The company reviewed the enhance before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'enhance' in a short answer about quality control.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, quality-control",New
TOE-15-005,TOEIC Core,Quality Control,Word,Basic,inspect,,verb,nghĩa tiếng Việt của 'inspect' trong chủ đề Quality Control,A TOEIC workplace term commonly used in quality control contexts.,,inspect a request; inspect the information; inspect a document,The manager asked us to inspect the information by Friday.,This word is useful for TOEIC Reading and workplace communication.,Use 'inspect' in a short answer about quality control.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, quality-control",New
TOE-15-006,TOEIC Core,Quality Control,Word,Basic,perceive,,noun,nghĩa tiếng Việt của 'perceive' trong chủ đề Quality Control,A TOEIC workplace term commonly used in quality control contexts.,,perceive document; perceive process; perceive requirement,The company reviewed the perceive before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'perceive' in a short answer about quality control.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, quality-control",New
TOE-15-007,TOEIC Core,Quality Control,Word,Basic,repel,,noun,nghĩa tiếng Việt của 'repel' trong chủ đề Quality Control,A TOEIC workplace term commonly used in quality control contexts.,,repel document; repel process; repel requirement,The company reviewed the repel before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'repel' in a short answer about quality control.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, quality-control",New
TOE-15-008,TOEIC Core,Quality Control,Phrase,Basic,take back,,phrase,nghĩa tiếng Việt của 'take back' trong chủ đề Quality Control,A TOEIC workplace term commonly used in quality control contexts.,,take back document; take back process; take back requirement,The company reviewed the take back before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'take back' in a short answer about quality control.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, quality-control",New
TOE-15-009,TOEIC Core,Quality Control,Phrase,Basic,throw out,,phrase,nghĩa tiếng Việt của 'throw out' trong chủ đề Quality Control,A TOEIC workplace term commonly used in quality control contexts.,,throw out document; throw out process; throw out requirement,The company reviewed the throw out before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'throw out' in a short answer about quality control.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, quality-control",New
TOE-15-010,TOEIC Core,Quality Control,Word,Basic,uniformly,,adverb,nghĩa tiếng Việt của 'uniformly' trong chủ đề Quality Control,A TOEIC workplace term commonly used in quality control contexts.,,uniformly document; uniformly process; uniformly requirement,The company reviewed the uniformly before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'uniformly' in a short answer about quality control.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, quality-control",New
TOE-15-011,TOEIC Core,Quality Control,Word,Basic,wrapper,,noun,nghĩa tiếng Việt của 'wrapper' trong chủ đề Quality Control,A TOEIC workplace term commonly used in quality control contexts.,,wrapper document; wrapper process; wrapper requirement,The company reviewed the wrapper before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'wrapper' in a short answer about quality control.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, quality-control",New
TOE-15-012,TOEIC Core,Quality Control,Word,Basic,acceptable,,noun,nghĩa tiếng Việt của 'acceptable' trong chủ đề Quality Control,A TOEIC workplace term commonly used in quality control contexts.,,acceptable document; acceptable process; acceptable requirement,The company reviewed the acceptable before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'acceptable' in a short answer about quality control.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, quality-control",New
TOE-19-001,TOEIC Core,Product Development,Word,Basic,anxious,,noun,nghĩa tiếng Việt của 'anxious' trong chủ đề Product Development,A TOEIC workplace term commonly used in product development contexts.,,anxious document; anxious process; anxious requirement,The company reviewed the anxious before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'anxious' in a short answer about product development.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, product-development",New
TOE-19-002,TOEIC Core,Product Development,Word,Basic,ascertain,,noun,nghĩa tiếng Việt của 'ascertain' trong chủ đề Product Development,A TOEIC workplace term commonly used in product development contexts.,,ascertain document; ascertain process; ascertain requirement,The company reviewed the ascertain before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'ascertain' in a short answer about product development.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, product-development",New
TOE-19-003,TOEIC Core,Product Development,Word,Basic,assume,,noun,nghĩa tiếng Việt của 'assume' trong chủ đề Product Development,A TOEIC workplace term commonly used in product development contexts.,,assume document; assume process; assume requirement,The company reviewed the assume before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'assume' in a short answer about product development.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, product-development",New
TOE-19-004,TOEIC Core,Product Development,Word,Basic,decade,,noun,nghĩa tiếng Việt của 'decade' trong chủ đề Product Development,A TOEIC workplace term commonly used in product development contexts.,,decade document; decade process; decade requirement,The company reviewed the decade before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'decade' in a short answer about product development.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, product-development",New
TOE-19-005,TOEIC Core,Product Development,Word,Basic,examine,,noun,nghĩa tiếng Việt của 'examine' trong chủ đề Product Development,A TOEIC workplace term commonly used in product development contexts.,,examine document; examine process; examine requirement,The company reviewed the examine before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'examine' in a short answer about product development.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, product-development",New
TOE-19-006,TOEIC Core,Product Development,Word,Basic,experiment,,noun,nghĩa tiếng Việt của 'experiment' trong chủ đề Product Development,A TOEIC workplace term commonly used in product development contexts.,,experiment document; experiment process; experiment requirement,The company reviewed the experiment before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'experiment' in a short answer about product development.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, product-development",New
TOE-19-007,TOEIC Core,Product Development,Word,Basic,logical,,noun,nghĩa tiếng Việt của 'logical' trong chủ đề Product Development,A TOEIC workplace term commonly used in product development contexts.,,logical document; logical process; logical requirement,The company reviewed the logical before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'logical' in a short answer about product development.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, product-development",New
TOE-19-008,TOEIC Core,Product Development,Word,Basic,research,,noun,nghĩa tiếng Việt của 'research' trong chủ đề Product Development,A TOEIC workplace term commonly used in product development contexts.,,research document; research process; research requirement,The company reviewed the research before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'research' in a short answer about product development.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, product-development",New
TOE-19-009,TOEIC Core,Product Development,Word,Basic,responsibility,,noun,nghĩa tiếng Việt của 'responsibility' trong chủ đề Product Development,A TOEIC workplace term commonly used in product development contexts.,,responsibility document; responsibility process; responsibility requirement,The company reviewed the responsibility before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'responsibility' in a short answer about product development.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, product-development",New
TOE-19-010,TOEIC Core,Product Development,Word,Basic,solve,,noun,nghĩa tiếng Việt của 'solve' trong chủ đề Product Development,A TOEIC workplace term commonly used in product development contexts.,,solve document; solve process; solve requirement,The company reviewed the solve before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'solve' in a short answer about product development.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, product-development",New
TOE-19-011,TOEIC Core,Product Development,Word,Basic,supervisor,,noun,nghĩa tiếng Việt của 'supervisor' trong chủ đề Product Development,A TOEIC workplace term commonly used in product development contexts.,,supervisor document; supervisor process; supervisor requirement,The company reviewed the supervisor before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'supervisor' in a short answer about product development.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, product-development",New
TOE-19-012,TOEIC Core,Product Development,Word,Basic,systematically,,adverb,nghĩa tiếng Việt của 'systematically' trong chủ đề Product Development,A TOEIC workplace term commonly used in product development contexts.,,systematically document; systematically process; systematically requirement,The company reviewed the systematically before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'systematically' in a short answer about product development.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, product-development",New
TOE-19-001,TOEIC Core,Renting and Leasing,Word,Basic,appoint,,noun,nghĩa tiếng Việt của 'appoint' trong chủ đề Renting and Leasing,A TOEIC workplace term commonly used in renting and leasing contexts.,,appoint document; appoint process; appoint requirement,The company reviewed the appoint before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'appoint' in a short answer about renting and leasing.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, renting-and-leasing",New
TOE-19-002,TOEIC Core,Renting and Leasing,Word,Basic,appreciate,,noun,nghĩa tiếng Việt của 'appreciate' trong chủ đề Renting and Leasing,A TOEIC workplace term commonly used in renting and leasing contexts.,,appreciate document; appreciate process; appreciate requirement,The company reviewed the appreciate before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'appreciate' in a short answer about renting and leasing.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, renting-and-leasing",New
TOE-19-003,TOEIC Core,Renting and Leasing,Word,Basic,condition,,noun,nghĩa tiếng Việt của 'condition' trong chủ đề Renting and Leasing,A TOEIC workplace term commonly used in renting and leasing contexts.,,condition document; condition process; condition requirement,The company reviewed the condition before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'condition' in a short answer about renting and leasing.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, renting-and-leasing",New
TOE-19-004,TOEIC Core,Renting and Leasing,Word,Basic,default,,noun,nghĩa tiếng Việt của 'default' trong chủ đề Renting and Leasing,A TOEIC workplace term commonly used in renting and leasing contexts.,,default document; default process; default requirement,The company reviewed the default before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'default' in a short answer about renting and leasing.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, renting-and-leasing",New
TOE-19-005,TOEIC Core,Renting and Leasing,Word,Basic,expand,,noun,nghĩa tiếng Việt của 'expand' trong chủ đề Renting and Leasing,A TOEIC workplace term commonly used in renting and leasing contexts.,,expand document; expand process; expand requirement,The company reviewed the expand before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'expand' in a short answer about renting and leasing.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, renting-and-leasing",New
TOE-19-006,TOEIC Core,Renting and Leasing,Word,Basic,genuine,,noun,nghĩa tiếng Việt của 'genuine' trong chủ đề Renting and Leasing,A TOEIC workplace term commonly used in renting and leasing contexts.,,genuine document; genuine process; genuine requirement,The company reviewed the genuine before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'genuine' in a short answer about renting and leasing.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, renting-and-leasing",New
TOE-19-007,TOEIC Core,Renting and Leasing,Word,Basic,installment,,noun,nghĩa tiếng Việt của 'installment' trong chủ đề Renting and Leasing,A TOEIC workplace term commonly used in renting and leasing contexts.,,installment document; installment process; installment requirement,The company reviewed the installment before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'installment' in a short answer about renting and leasing.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, renting-and-leasing",New
TOE-19-008,TOEIC Core,Renting and Leasing,Word,Basic,obligation,,noun,nghĩa tiếng Việt của 'obligation' trong chủ đề Renting and Leasing,A TOEIC workplace term commonly used in renting and leasing contexts.,,obligation document; obligation process; obligation requirement,The company reviewed the obligation before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'obligation' in a short answer about renting and leasing.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, renting-and-leasing",New
TOE-19-009,TOEIC Core,Renting and Leasing,Word,Basic,propose,,noun,nghĩa tiếng Việt của 'propose' trong chủ đề Renting and Leasing,A TOEIC workplace term commonly used in renting and leasing contexts.,,propose document; propose process; propose requirement,The company reviewed the propose before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'propose' in a short answer about renting and leasing.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, renting-and-leasing",New
TOE-19-010,TOEIC Core,Renting and Leasing,Word,Basic,rental,,noun,nghĩa tiếng Việt của 'rental' trong chủ đề Renting and Leasing,A TOEIC workplace term commonly used in renting and leasing contexts.,,rental document; rental process; rental requirement,The company reviewed the rental before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'rental' in a short answer about renting and leasing.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, renting-and-leasing",New
TOE-19-011,TOEIC Core,Renting and Leasing,Word,Basic,significantly,,adverb,nghĩa tiếng Việt của 'significantly' trong chủ đề Renting and Leasing,A TOEIC workplace term commonly used in renting and leasing contexts.,,significantly document; significantly process; significantly requirement,The company reviewed the significantly before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'significantly' in a short answer about renting and leasing.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, renting-and-leasing",New
TOE-19-012,TOEIC Core,Renting and Leasing,Word,Basic,valid,,noun,nghĩa tiếng Việt của 'valid' trong chủ đề Renting and Leasing,A TOEIC workplace term commonly used in renting and leasing contexts.,,valid document; valid process; valid requirement,The company reviewed the valid before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'valid' in a short answer about renting and leasing.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, renting-and-leasing",New
TOE-10-001,TOEIC Core,Restaurant,Word,Basic,available,,noun,nghĩa tiếng Việt của 'available' trong chủ đề Restaurant,A TOEIC workplace term commonly used in restaurant contexts.,,available document; available process; available requirement,The company reviewed the available before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'available' in a short answer about restaurant.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, restaurant",New
TOE-10-002,TOEIC Core,Restaurant,Word,Basic,casual,,noun,nghĩa tiếng Việt của 'casual' trong chủ đề Restaurant,A TOEIC workplace term commonly used in restaurant contexts.,,casual document; casual process; casual requirement,The company reviewed the casual before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'casual' in a short answer about restaurant.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, restaurant",New
TOE-10-003,TOEIC Core,Restaurant,Word,Basic,choice,,noun,nghĩa tiếng Việt của 'choice' trong chủ đề Restaurant,A TOEIC workplace term commonly used in restaurant contexts.,,choice document; choice process; choice requirement,The company reviewed the choice before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'choice' in a short answer about restaurant.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, restaurant",New
TOE-10-004,TOEIC Core,Restaurant,Word,Basic,drink,,noun,nghĩa tiếng Việt của 'drink' trong chủ đề Restaurant,A TOEIC workplace term commonly used in restaurant contexts.,,drink document; drink process; drink requirement,The company reviewed the drink before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'drink' in a short answer about restaurant.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, restaurant",New
TOE-10-005,TOEIC Core,Restaurant,Word,Basic,flavor,,noun,nghĩa tiếng Việt của 'flavor' trong chủ đề Restaurant,A TOEIC workplace term commonly used in restaurant contexts.,,flavor document; flavor process; flavor requirement,The company reviewed the flavor before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'flavor' in a short answer about restaurant.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, restaurant",New
TOE-10-006,TOEIC Core,Restaurant,Word,Basic,fresh,,noun,nghĩa tiếng Việt của 'fresh' trong chủ đề Restaurant,A TOEIC workplace term commonly used in restaurant contexts.,,fresh document; fresh process; fresh requirement,The company reviewed the fresh before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'fresh' in a short answer about restaurant.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, restaurant",New
TOE-10-007,TOEIC Core,Restaurant,Word,Basic,ingredient,,noun,nghĩa tiếng Việt của 'ingredient' trong chủ đề Restaurant,A TOEIC workplace term commonly used in restaurant contexts.,,ingredient document; ingredient process; ingredient requirement,The company reviewed the ingredient before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'ingredient' in a short answer about restaurant.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, restaurant",New
TOE-10-008,TOEIC Core,Restaurant,Word,Basic,menu,,noun,nghĩa tiếng Việt của 'menu' trong chủ đề Restaurant,A TOEIC workplace term commonly used in restaurant contexts.,,menu document; menu process; menu requirement,The company reviewed the menu before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'menu' in a short answer about restaurant.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, restaurant",New
TOE-10-009,TOEIC Core,Restaurant,Word,Basic,popular,,noun,nghĩa tiếng Việt của 'popular' trong chủ đề Restaurant,A TOEIC workplace term commonly used in restaurant contexts.,,popular document; popular process; popular requirement,The company reviewed the popular before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'popular' in a short answer about restaurant.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, restaurant",New
TOE-10-010,TOEIC Core,Restaurant,Word,Basic,reservation,,noun,nghĩa tiếng Việt của 'reservation' trong chủ đề Restaurant,A TOEIC workplace term commonly used in restaurant contexts.,,reservation document; reservation process; reservation requirement,The company reviewed the reservation before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'reservation' in a short answer about restaurant.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, restaurant",New
TOE-10-011,TOEIC Core,Restaurant,Word,Basic,serve,,verb,nghĩa tiếng Việt của 'serve' trong chủ đề Restaurant,A TOEIC workplace term commonly used in restaurant contexts.,,serve a request; serve the information; serve a document,The manager asked us to serve the information by Friday.,This word is useful for TOEIC Reading and workplace communication.,Use 'serve' in a short answer about restaurant.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, restaurant",New
